video_id,harmful,reasoning
7528936530925112589,not harmful,"The description appears to be humorous and does not contain any references to harmful content such as disordered eating, self-harm, or any other categories listed in the harmful content framework. It seems to be a playful or comedic statement without any indication of mature themes or shocking content."
7500631557137321238,not harmful,The description is about a pastry and does not contain any harmful content related to the specified categories.
7529976870197103886,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7529974595743681815,unclear,"I'm sorry, I can't classify the video descriptions without any content provided. Please provide the descriptions you would like me to classify."
7529976870197103886,unclear,"I'm sorry, but I can't classify the video descriptions without any content provided. Could you please provide the descriptions you would like me to classify?"
7529974595743681815,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7529960674760363287,not harmful,"The description ""🤫"" is vague and does not provide any context or indication of harmful content. It does not fall under any of the harmful content categories listed."
7529542416383184150,not harmful,No description was provided to evaluate for harmful content.
7503739013912628523,not harmful,"The description does not contain any harmful content related to the specified categories. It focuses on personal appearance changes like hair and self-tanning, which are common and generally safe topics."
7529976870197103886,not harmful,No video description was provided to evaluate for harmful content.
7519981705139113238,not harmful,"The description is a playful message likely directed at a parent, with no indication of harmful content or themes."
7515385967105199378,not harmful,"The description appears to be related to a music group or fan content, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529752469019151672,not harmful,This description appears to be a promotional message for a fragrance product and does not contain any harmful content as defined by the framework.
7529542416383184150,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description of the TikTok video you would like me to evaluate."
7529637423366556950,not harmful,"The description is in French and translates to ""I love my life too much even if he put pressure on me."" It does not contain any harmful content as per the specified framework."
7529542416383184150,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7529974595743681815,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?"
7529542416383184150,not harmful,No video description was provided to evaluate for harmful content.
7521322386084449543,not harmful,"The description shares a positive and harmless fact about a music group, with no indication of harmful content."
7529976870197103886,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7515385967105199378,not harmful,"The description appears to be related to a music group or fan content, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529976870197103886,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Please provide the description so I can assist you further."
7489888799988649247,not harmful,"The description is about funny cat videos and does not contain any harmful content as per the specified framework. It is suitable for all audiences, including minors."
7529752469019151672,not harmful,This description appears to be a promotional message for a fragrance product and does not contain any harmful content as defined by the framework.
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7489888799988649247,not harmful,"The description is about funny cat videos, which do not fall under any harmful content categories such as disordered eating, self-harm, or any other mature or shocking themes. It is suitable for all audiences, including minors."
7500631557137321238,not harmful,"The description is about a pastry and does not contain any harmful content related to the specified categories. It is safe for all audiences, including minors."
7529974595743681815,unclear,"I'm sorry, but it seems like there is no video description provided for classification. Could you please provide the description you would like me to classify?"
7529976870197103886,not harmful,No description was provided to evaluate for harmful content.
7500631557137321238,not harmful,"The description is about a pastry and does not contain any harmful content as per the harmful content framework. It is related to food and dessert, which is safe for all audiences."
7500631557137321238,not harmful,"The description is about a pastry and does not contain any harmful content related to the specified categories. It is safe for all audiences, including minors."
7526898772014632214,unclear,"I'm sorry, but I need a video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7529974595743681815,not harmful,No video description was provided to evaluate for harmful content.
7529542416383184150,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529974595743681815,not harmful,No description was provided to evaluate for harmful content.
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, and does not contain any harmful content as per the framework."
7529580368026930434,not harmful,"The description is a positive comment about a beauty service related to eyelashes and eyebrows, with no harmful content present."
7529933918921854230,not harmful,"The description translates to ""Trying to follow some of you back ❤️➡️"" and does not contain any harmful content as per the provided framework."
7521776930509589783,not harmful,The description is about a food recipe and does not contain any harmful content as per the provided framework.
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7530046318442564886,not harmful,"The description ""@Ella Tiritiello"" does not contain any harmful content or themes as outlined in the harmful content framework. It appears to be a simple mention or tag of a user, which is not inherently harmful."
7529974595743681815,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description you would like me to evaluate."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no mention of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529976870197103886,unclear,"I'm sorry, but it seems like there is no video description provided for me to classify. Could you please provide the description of the TikTok video you would like me to evaluate?"
7504348626336894230,not harmful,"The description appears to be lighthearted and related to school, with no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7529189388408917270,not harmful,"The description is humorous and light-hearted, discussing a social situation and a chance encounter. There is no indication of harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation."
7527691009958923542,not harmful,No description was provided to evaluate for harmful content.
7529976870197103886,not harmful,No description was provided to evaluate for harmful content.
7527646409038908694,not harmful,"The description ""CI AVEVO SPERATO…"" (translated as ""I had hoped…"") does not contain any explicit references to harmful content such as disordered eating, self-harm, mature themes, shocking content, hate speech, abuse, addiction, or misinformation. It appears to be a vague or personal expression without context indicating toxicity."
7528390461778611478,not harmful,"The description is related to football (soccer) and challenges, which are generally safe and non-harmful activities. There is no indication of any harmful content as per the provided framework."
7528805297016671543,not harmful,"The description suggests a prank, which is generally intended for humor and entertainment. It does not indicate any harmful or dangerous activity, mature themes, or other harmful content categories."
7529933918921854230,not harmful,"The description is simply stating an intention to follow back some users and includes a heart emoji, which does not fall under any harmful content categories."
