video_id,link,desc,harmful,reasoning
7326163906592820513,https://www.tiktok.com/@temp/video/7326163906592820513,l’ennesima scusa per farsi altri cento selfie 🙄,not harmful,"The description suggests taking selfies, which does not fall under any of the harmful content categories listed. It does not promote disordered eating, self-harm, dangerous activities, or any other harmful behavior."
7529365918137306376,https://www.tiktok.com/@temp/video/7529365918137306376,@J!-!@!/! #couplegoals #baile #trending #fyp,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a general, non-specific description likely related to a dance or couple activity."
7531068866139671830,https://www.tiktok.com/@temp/video/7531068866139671830,acelerada #trends #fakebodyy⚠️ #skinnyjeans #boots #fyp,not harmful,"The description does not indicate any content related to disordered eating, body image issues, or any other harmful categories listed. The use of ""fakebodyy"" is often a tag used to avoid content moderation but does not inherently suggest harmful content."
7360846487338765614,https://www.tiktok.com/@temp/video/7360846487338765614,Had to hit this with the OG 😂🔥🔥 #jerseyyjoe #jersey #trend #viral #fyp ( @Mufasa ),not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a lighthearted or humorous video, likely involving a dance or trend."
7528421461162282262,https://www.tiktok.com/@temp/video/7528421461162282262,92i #dancetiktok #foruyou #fyp #pourtoi #viral #latina #dancetrend #girl #92i #leggings #fypppppppppppppp #legging #leggingquibail #trend #nikepros #dancechallenge #biglatinanikepro #92iultragechar #wormonastring #mom #2008string #teengirl,not harmful,"The description primarily includes hashtags related to dance trends and clothing, which do not fall under any of the harmful content categories listed. There is no indication of disordered eating, self-harm, dangerous activities, or any other harmful content."
7456871975298895126,https://www.tiktok.com/@temp/video/7456871975298895126,92i 🐆 #dancetiktok #foruyou #fyp #pourtoi #viral #latina #dancetrend #girl #92i #leggings #fypppppppppppppp #legging #leggingquibail #trend #nikepros #dancechallenge #biglatinanikepro #92iultragechar #wormonastring #mom #2008string #teengirl,not harmful,"The description primarily includes hashtags related to dance, trends, and clothing, without any indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework."
7468445152219106593,https://www.tiktok.com/@temp/video/7468445152219106593,Summer😊 Most Trending Video inspiring 1B #Inverted #leahhalton #1billionviews #1billion #tiktokusa #famousvideo #viral_video #fyp #mostviralvideo #top4 #tiktoker #2025 #fypsounds #foryoupagе #foryoupageofficial #mostviralvideo #tiktoknews,not harmful,"The description does not indicate any content related to the harmful categories such as disordered eating, self-harm, dangerous activities, or any other harmful content. It appears to be a general description of a trending video."
7484173564115995926,https://www.tiktok.com/@temp/video/7484173564115995926,le conoscete? #trends #ballettiktok #ragazzeitaliane #girls #visual #aliceperego #lisaluchetta #zahide #camillamasato #fyp,not harmful,"The description appears to be promoting a dance trend and includes hashtags related to ballet and Italian girls. There is no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other harmful categories listed."
7528891055983365398,https://www.tiktok.com/@temp/video/7528891055983365398,i think i like u… 💋 #fypviralシ #viralcouple #trends #thekaroskys,not harmful,"The description does not fall under any of the harmful content categories listed. It appears to be a lighthearted or romantic expression, which is not harmful to minors."
7247266042681068826,https://www.tiktok.com/@temp/video/7247266042681068826,#cineteatro #saggiodidanza #danzacontemporanea #ballet #balletto #dance #foryou #fyp #perte,not harmful,"The description is related to dance and ballet, which does not fall under any of the harmful content categories listed. It appears to be promoting a dance performance or recital, which is generally safe for all audiences, including minors."
7400080103746719009,https://www.tiktok.com/@temp/video/7400080103746719009,L’amore vero per me è questo…🫶🏽❣️🌅 #love #mylove #lover #shoot,not harmful,The description appears to be about love and does not fall under any of the harmful content categories listed. It does not promote or depict any harmful behavior or content.
7394830809640799521,https://www.tiktok.com/@temp/video/7394830809640799521,"Attrici e attori devono imparare a stare NUDI in scena, ma non in senso estetico. 💡 Io parlo di 𝙣𝙪𝙙𝙞𝙩𝙖̀ 𝙞𝙣𝙩𝙚𝙧𝙞𝙤𝙧𝙚, certamente molto più interessante e che ci permette di essere liberi dai nostri schemi mentali e da quelli della società. Cosa ne pensate? . #enricabarel #enricabarelattrice #teatro #dietrolequinte #attore #attrici #Attori #attrice #fareteatro #palcoscenico #passioneteatro #passioneteatrale #grandiattori #grandiattrici",not harmful,"The description discusses the concept of ""interior nudity"" in acting, which refers to emotional openness and vulnerability rather than physical nudity. It does not fall under any harmful content categories and promotes a positive discussion about acting and personal growth."
7526669250795228438,https://www.tiktok.com/@temp/video/7526669250795228438,I’m naked and STRESSED brother send help !!!! 😭 #rave #festivalseason #edm #hardstyle #techno #ravetok,harmful,"The description suggests nudity, which falls under the category of nudity and body exposure, making it potentially inappropriate for minors."
7510956346385190166,https://www.tiktok.com/@temp/video/7510956346385190166,"UNICA SPIAGGIA NUDISTA D’ITALIA 🏖️🩳 #natura #spiaggia #fakesituation ‼️ Nota: non ci sono cartelli ufficiali, ma è conosciuta come spiaggia frequentata da nudisti, come riportato anche dai giornali.",not harmful,The description mentions a nudist beach but does not contain explicit nudity or body exposure in the text itself. It is informational and does not promote or depict harmful content.
7477218488843586838,https://www.tiktok.com/@temp/video/7477218488843586838,E voi? Avete difficoltà a spogliarvi davanti ai vostri figli o genitori? #figli #genitori #rikyeio #nudità #seno #corpo #imbarazzo #genitoriefigli #divulgazionescientifica #laginecologaditiktok #ginecologacalcagni,not harmful,"The video description discusses nudity in the context of family dynamics and body image, but it does not promote or depict nudity or body exposure in a harmful or inappropriate manner. It seems to be more about discussing societal norms and personal comfort levels, which can be educational rather than harmful."
7529237630186310934,https://www.tiktok.com/@temp/video/7529237630186310934,Actresses Went Totally N*ked in a movie 😳 #celebrity #actress #hollywood #sydneysweeney #dakotajohnson #jennaortega #emiliaclarke #alexandradaddario #milakunis #lucyhale #jenniferlawrence #jenniferlopez #emmawatson #emmastone #fyp #us,harmful,"The description suggests nudity in a movie, which falls under the category of nudity and body exposure, making it potentially harmful for minors."
7526083151249116418,https://www.tiktok.com/@temp/video/7526083151249116418,Sunbathing nak3y with your dog needs to be on your bucket list ☀️ #norfolk,harmful,"The description suggests nudity, which falls under the category of nudity and body exposure, making it potentially inappropriate for minors."
7236105466164645125,https://www.tiktok.com/@temp/video/7236105466164645125,@ZipoliteOaxaca de ls mejores experiencias!! #playa #beach #tiktoksdeviajes #pequeñaviajera #viajerasmexicanas #vacaciones #goodvibes #mar #viajes #traveltiktok #zipolite #playanudista #nudebeach #travellife #beachvibes,harmful,"The description references a ""nudebeach,"" which implies nudity and body exposure, potentially exposing minors to inappropriate content."
7476468981927316758,https://www.tiktok.com/@temp/video/7476468981927316758,#aversa #notizie #cronaca #teleclubitalia,not harmful,The description contains hashtags related to news and current events without any indication of harmful content as per the specified framework.
6947755636725714181,https://www.tiktok.com/@temp/video/6947755636725714181,I’m in love with my body 😚 #fyp,not harmful,"The description expresses a positive sentiment about body image and does not fall under any of the harmful content categories. It promotes self-love and body positivity, which is not harmful to minors."
6946145911802187013,https://www.tiktok.com/@temp/video/6946145911802187013,VOI LO PROVERESTE??? #valentinaraso #viaggiaconvale #imparacontiktok #consiglidiviaggio #milano,not harmful,"The description appears to be related to travel advice or experiences, as indicated by hashtags like #viaggiaconvale (travel with Vale) and #consiglidiviaggio (travel tips). There is no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework."
7182381961376451886,https://www.tiktok.com/@temp/video/7182381961376451886,"As a woman, you must be mindful if how you expose your body. Treat your body with exclusivity, no easy access. #highvaluewoman #datingadviceforwomen #datingadviceforgirls #feminine #femininity #adviceforwomen",not harmful,"The description provides dating advice and promotes the idea of treating one's body with exclusivity. It does not fall under any of the harmful content categories such as disordered eating, self-harm, or sexually suggestive content."
7515191414083292438,https://www.tiktok.com/@temp/video/7515191414083292438,"Qualcuno su TikTok ha deciso che il mio corpo è offensivo 🤷‍♀️ Top estivo, skincare… ed è ban? Forse qualcuno mi segnala per invidia. Io continuo a postare, perché non c’è nulla da censurare. ✊💅 Il mio corpo non è una violazione. Questo è un abbigliamento normale #baninfondato #mybodymychoice #skincare #nonseneanchevede #algoritmoacciecato #estate2025 #bodyneutrality #realtalk #algoritmoimpazzito",not harmful,"The description discusses a perceived unjust ban related to body image and clothing, but it does not promote disordered eating, body shaming, or any other harmful content. It advocates for body neutrality and challenges the algorithm's decision, which is not harmful."
7460491818732391702,https://www.tiktok.com/@temp/video/7460491818732391702,"The human preparations at BODY WORLDS exhibits come from the donor program. Donors choose to give their bodies for medical science and education, focusing on anatomy, not personal details. Want to see more? Visit BODY WORLDS or check our website—link in bio! #BodyWorldsAmsterdan #BodyWorlds #DonorProgram #AnatomyEducation #ScienceForGood #DidYouKnow",not harmful,"The description promotes educational content related to anatomy and medical science, which does not fall under any of the harmful content categories. It focuses on scientific and educational purposes without any graphic or shocking content."
7489988879433518358,https://www.tiktok.com/@temp/video/7489988879433518358,"personal exhibition⭐️ ""Corpo Linea"", un progetto che esplora il corpo femminile attraverso la sintesi e la riduzione a linea, dove il corpo è indagato nella sua complessità e nella sua essenzialità. 04-06 aprile 2024 17:00 - 19:00 https://www.spaziogem.it/eventi/ #exhibition #art",not harmful,"The description is about an art exhibition exploring the female body through artistic expression. It does not fall under any of the harmful content categories such as nudity and body exposure, as it is presented in an artistic and educational context."
7498596231657098551,https://www.tiktok.com/@temp/video/7498596231657098551,Cuerpos humanos reales🫀 ¡Última semana! #exhibition #museo #guatemala #medicina #guatemala🇬🇹,not harmful,"The description appears to be promoting an exhibition related to human anatomy or medical science, which is educational in nature. It does not fall under any of the harmful content categories listed."
7506513136384757014,https://www.tiktok.com/@temp/video/7506513136384757014,Ops Twitch Fratta17x💜,not harmful,"The description ""Ops Twitch Fratta17x💜"" does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a reference to a Twitch stream or username, which is not inherently harmful."
7239056495889976602,https://www.tiktok.com/@temp/video/7239056495889976602,È difficile ❤️‍🩹 #estate #fisico #autostima #psicologia,not harmful,"The description does not explicitly mention or imply any of the harmful content categories such as disordered eating, self-harm, or any other harmful behavior. It appears to be related to self-esteem and psychology, which are not inherently harmful topics."
7449324123953614102,https://www.tiktok.com/@temp/video/7449324123953614102,Human body exposition #fyyy #fyp #humanbody #medschool #medicine #doctor #bilieeilish #lifeafteedeath,harmful,"The description suggests content related to human body exposition, which could involve nudity or inappropriate exposure, making it potentially harmful for minors."
7203813445295164677,https://www.tiktok.com/@temp/video/7203813445295164677,Sbaglio? #fyp #perte #frasi #perte #tiktok #xte #enzopequeno,not harmful,"The description contains hashtags and phrases that do not indicate any harmful content based on the provided framework. There is no mention of disordered eating, self-harm, dangerous activities, or any other harmful categories."
7525396530937728278,https://www.tiktok.com/@temp/video/7525396530937728278,"💥 5 Sacred Truths About Expressing Your Body Online 1.⁠ ⁠You’re not doing it for attention. You’re doing it for liberation. To say: “I own this body. This skin. This story. This power.” 2.⁠ ⁠Embodiment is activism. A woman in her body, unashamed, unfiltered, unbothered… is a revolution. Especially when she’s not doing it for the male gaze or to be sexualised but for her own damn joy. 3.⁠ ⁠Sensuality ≠ Sexualisation. There’s a difference between being objectified… and being embodied. Your sensuality is sacred. Not a shameful. 4.⁠ ⁠Every time you take up space, you make it safer for other women. To show up. Speak up. Soften. Roar. You being seen gives others permission to be free. 5.⁠ ⁠Self-expression is your birthright. You don’t owe anyone modesty. You don’t owe anyone silence. You are not too much. You are not “asking for it.” You are whole and worthy as you are. ✨ Your body is not the problem. The projections that reduce it are. 📌 Save this as a reminder: You don’t need permission to take up space. 🔥 Speak louder. Walk prouder. Your inner fire is real and it’s meant to burn. #FiercelyAuthentic #EmbodiedFeminine #SacredRebellion #Dragonheart #ReclamationRituals #NotHereToShrink #SacredAndSeen #MainCharacterEngery #SoftPowerStrongVoice #ThisIsntForYouItsForHer #SheIsTheArtAndTheArtist",not harmful,"The description promotes body positivity, self-expression, and empowerment without suggesting any harmful activities or content. It encourages individuals to embrace their bodies and voices, which does not fall under any harmful content categories."
7456437176776150294,https://www.tiktok.com/@temp/video/7456437176776150294,Sessualità e Bambini: scoperta del proprio corpo #pedagogia #educazione #genitori #figli #bambini #sessualità #genitorialitàconsapevole #,harmful,"The description suggests content related to children's sexuality, which can be sensitive and potentially harmful if not handled appropriately. It may fall under the category of ""Sexually Suggestive Content"" or ""Nudity and Body Exposure,"" especially if the content is not educational and age-appropriate."
7491073061609901317,https://www.tiktok.com/@temp/video/7491073061609901317,A MULHER GRÁVIDA NA EXPOSIÇÃO DO CORPO HUMANO E UMA JORNALISTA CHINESA 🤔// Querem a parte 2 hoje? Insp: @Estherlandia⛺️ #casosbizarros #casosreais #historiasbizarras #foryoupage,not harmful,"The description does not indicate any content that falls under the harmful categories listed. It appears to be about a bizarre or unusual story, which is not inherently harmful."
7525482564522364182,https://www.tiktok.com/@temp/video/7525482564522364182,"Perizoma Donna 12 Pezzi | Comodi e Traspiranti | Solo 9,23€! Testo: Scopri la nostra biancheria intima da donna in tinta unita, perfetta per ogni stagione! 12 pezzi di perizomi comodi e traspiranti, ideali per l’uso quotidiano. Prezzo incredibile: 9,23€! 🛒 Affrettati, 29.5K già venduti! Venduto da Wall Cat. Hashtag: #PerizomaDonna #BiancheriaIntima #ModaDonna #OffertaImperdibile #TikTokShop #StileQuotidiano #ComodoETraspirante",not harmful,"The description is promoting women's underwear in a non-explicit, commercial context. It does not fall under any of the harmful content categories such as nudity, sexually suggestive content, or any other harmful category listed."
7523294263795289366,https://www.tiktok.com/@temp/video/7523294263795289366,#cloresrl #wholesale #stocks #underwear #нижнеебелье #luxury #biancheriaintima,not harmful,"The description appears to be related to the wholesale and sale of underwear, which does not fall under any of the harmful content categories listed. It is a promotional description for a product and does not suggest any inappropriate or harmful content."
7473098621983182102,https://www.tiktok.com/@temp/video/7473098621983182102,Lingerie addicted 🎀💌 #lingerie #biancheriaintima #intimodonna,not harmful,"The description does not explicitly suggest nudity, body exposure, or sexually suggestive content. It appears to be about an interest in lingerie, which is not inherently harmful."
7534558685272706306,https://www.tiktok.com/@temp/video/7534558685272706306,Biancheria intima da uomo sexy alla moda e alla moda che è traspirante e a prova di sudore#musthaves #fyp #Sexy #Biancheria intima,not harmful,"The description promotes men's underwear that is fashionable, breathable, and sweat-proof. It does not fall under any of the harmful content categories such as disordered eating, self-harm, dangerous activities, nudity, or sexually suggestive content. The use of the word ""sexy"" in the context of fashion is not inherently harmful."
7493574590887742742,https://www.tiktok.com/@temp/video/7493574590887742742,We're obsessed with the Flora set🪻 Our @Westfield UK store has all you need this Spring 💐 #bouxavenue #summer #outfits #lingerie #sunny #store,not harmful,"The description promotes a clothing store and its products, which does not fall under any of the harmful content categories listed. It is a typical marketing post without any suggestive or harmful implications."
7532505260049304854,https://www.tiktok.com/@temp/video/7532505260049304854,"👙 IL REGGISENO CHE NON SI VEDE… MA SI SENTE! Stanche di ferretti, segni rossi e fastidi? Prova SmoothFit Bra: invisibile sotto i vestiti, morbido sulla pelle, perfetto TUTTO IL GIORNO!  ✅ Zero cuciture – sparisce sotto qualsiasi outfit ✅ Solleva senza stringere – NO ferretti, SI comfort ✅ Tessuto in bambù – traspirante, ipoallergenico, super morbido ✅ Coppe removibili – scegli tu quanto volume mostrare ✅ Taglie vere per donne vere (fino alla XXL!)",not harmful,"This description is promoting a type of bra that is comfortable and invisible under clothing. It does not fall under any of the harmful content categories listed, as it is focused on clothing and comfort rather than any inappropriate or dangerous themes."
7446890096579579158,https://www.tiktok.com/@temp/video/7446890096579579158,Hai mai dimenticato di mettere la biancheria intima,harmful,"This description suggests nudity or body exposure, which falls under the 'Nudity and Body Exposure' category, making it potentially harmful for minors."
7526610209620397317,https://www.tiktok.com/@temp/video/7526610209620397317,Velvet rose #LingerieSouthAfrica #SheWearsSoft #ForYourSoftestMoments #LuxuryLingerie,not harmful,"The description promotes lingerie, which is not inherently harmful or sexually suggestive in this context. It does not fall under any of the harmful content categories listed."
7531848793734515990,https://www.tiktok.com/@temp/video/7531848793734515990,"Introducing the Laven & Ivory 6-Piece Lingerie Set – a bold and seductive combination of strappy bra, matching g-string panties, and sultry garter belts. ✨ 6 pieces of pure temptation ✨ Adjustable for a perfect fit ✨ Luxe comfort with a seductive twist #summersale #tiktokshopfinds #summerstyle #summeressentials #treatyourself #tiktokmakemebuyit #womensclothing #sleepwear #summeroutfits #smallbusinessuk #summerdeals #tiktokshoprestock #tiktokstyle #summermusthaves #dealsforyoudays",not harmful,"The description promotes a lingerie set, which falls under fashion and retail content. It does not contain any explicit nudity or sexually suggestive content beyond the context of selling clothing, and it is not inherently harmful."
7049381264842853638,https://www.tiktok.com/@temp/video/7049381264842853638,LAVATEVE #psicosessuologatiberi #viral #fyp #durata #chiediatiktok #piaceremaschile #piacerefemminile #dottoressatiberi,not harmful,"The description does not indicate any content related to the harmful categories listed. It appears to be related to educational or informational content about human sexuality, which is not inherently harmful."
7515075418400099606,https://www.tiktok.com/@temp/video/7515075418400099606,#educazionesessuale #edutok #informazionesessuale #kiss #beso #bacio,not harmful,"The description suggests educational content about sexual education, which is informative and not inherently harmful. It does not fall under any of the harmful content categories listed."
7405178537092680992,https://www.tiktok.com/@temp/video/7405178537092680992,"Il bacio è il linguaggio dell'amore, un gesto semplice che rafforza la connessione e alimenta la passione in ogni relazione. 💏❤️ #AmoreVero #Intimità #RelazionePerfetta #LinguaggioDellAmore #ConnessioneProfonda #CoppiaFelice #MomentiSpeciali #AmoreAutentico #GestiCheContano #Passione #AmoreEternamente",not harmful,"The description discusses love and connection in a positive and healthy manner, without any reference to harmful content such as disordered eating, self-harm, or any other categories listed in the harmful content framework."
7470415804127792406,https://www.tiktok.com/@temp/video/7470415804127792406,"Il primo bacio è quello intimo tra mamma e bambino subito dopo la nascita e poi rappresenta “nutrimento affettivo” durante tutta la crescita. Passerei le ore così, a baciarti tutta 🥺 #mom #mamma #neomamma #neonato #baci",not harmful,"The description discusses the affectionate bond between a mother and her newborn, which is a natural and nurturing aspect of parenting. It does not fall under any of the harmful content categories listed."
7494409903964949782,https://www.tiktok.com/@temp/video/7494409903964949782,quello che noi due imparammo insieme💚 @Agostino Chianese,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a personal or sentimental message."
7140928239236582661,https://www.tiktok.com/@temp/video/7140928239236582661,#kiss #baci #csòk #intimity #💋💋#pleasure #passione#love  #sessuologia  #amore #kusschen #moniquecovet #,not harmful,The description appears to focus on themes of love and intimacy without explicit or suggestive content that would fall under the harmful categories such as sexually suggestive content or nudity and body exposure.
7527350639479803158,https://www.tiktok.com/@temp/video/7527350639479803158,💋Ogni bacio ha un linguaggio tutto suo... tu quale parli?😉 #linguaggiodelcorpo #attrazione #fallowme #bacio #amore #intimità #rapportodicoppia,not harmful,"The description discusses the language of kisses and attraction, which is related to relationships and intimacy. It does not fall under any of the harmful content categories such as disordered eating, self-harm, dangerous activities, or sexually suggestive content that would be inappropriate for minors."
7382686442725641505,https://www.tiktok.com/@temp/video/7382686442725641505,Lo sapevate?? #curiosità #intimità #baciodisingapore #coppia #piacere #ginecologia #ginecologa #unaginecologaperamica #imparacontiktok #lecosechenonsa,not harmful,"The description appears to be about sharing interesting facts or curiosities related to intimacy and gynecology, which does not fall under any of the harmful content categories listed. It seems educational and not inappropriate for minors."
7118410053496966406,https://www.tiktok.com/@temp/video/7118410053496966406,#michiconsiglia #losapeviche #educazionesessuale #bacio,not harmful,"The description suggests educational content related to sexual education and kissing, which does not fall under any of the harmful content categories listed. It appears to be informative rather than suggestive or explicit."
7517285264218131745,https://www.tiktok.com/@temp/video/7517285264218131745,NON TI BACIA PIÙ CON LA LINGUA? 👅 QUALCOSA SI È ROTTO. 😩 Quanti baci mancati ti hanno fatto capire che stava già andando via? #marcodiso #uomini #donne #coppia #psicologia #amore #desiderio #relazioni #intimità #bacio,not harmful,"The description discusses relationship dynamics and intimacy in a non-explicit manner. It does not fall under any of the harmful content categories such as disordered eating, self-harm, dangerous activities, or sexually suggestive content."
7462802466074135830,https://www.tiktok.com/@temp/video/7462802466074135830,"Trovo più intimo il guardarsi negli occhi, senza dire nulla, e sorridere, ardendo d’amore. Trovo più intimo il potersi aprire, con una persona, in totale libertà, consci di non essere giudicati, ma ascoltati. Trovo, in generale, più intime una miriade di cose che non sto qui ad elencarvi singolarmente. Baci.",not harmful,"The description expresses sentiments about intimacy and connection without any reference to harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework. It promotes positive emotional expression and connection."
7512435343321238806,https://www.tiktok.com/@temp/video/7512435343321238806,"La prima scena di s***o è stato il ciak più difficile di @🔥 MARIA ESPOSITO 🔥 ecco come l’ha superata. 🎥 Una produzione #oiamedia 💎 Con il supporto di @Marlù , main sponsor del podcast 📺 Guardate l’episodio completo su YouTube e iscrivetevi al canale “IN CAMERINO - con Marcello Sacchetta” per non perdervi i prossimi ospiti! 🎧 Disponibile anche su tutte le piattaforme audio! Link in bio. #InCamerino #MarcelloSacchetta #MariaEsposito  #Podcast #OIAMedia #Marlu #PodcastItalia #YouTubePodcast #spotify",harmful,"The description references a sex scene, which falls under ""Sexually Suggestive Content."" This type of content can be considered harmful for minors as it may not be appropriate for their age group."
7244169215295425819,https://www.tiktok.com/@temp/video/7244169215295425819,#ironia :),not harmful,"The description ""#ironia :)"" does not indicate any content related to the harmful categories listed. It appears to be a playful or sarcastic remark without context suggesting harm."
7508711664989130006,https://www.tiktok.com/@temp/video/7508711664989130006,"È sicuro fare sesso in gravidanza? 🤰 Ma certo ✅ Il bambino sente l'amore tra mamma e papà ed il piccolo lo sente grazie agli ormoni presenti sul sangue! Quindi, rafforza il tuo rapporto con il partner ed evita i rapporti sessuali sono se consigliato dal medico! Ora vorrei sapere da te: com'è cambiata la tua vita sessuale in gravidanza❓ Raccontamelo nei commenti 👇#gravidanza",not harmful,"The video description discusses the safety of sexual activity during pregnancy and encourages open discussion about changes in sexual life during this period. It does not fall under any of the harmful content categories listed, as it provides educational information and promotes healthy relationships."
7373639546451365152,https://www.tiktok.com/@temp/video/7373639546451365152,Il primo contraccettivo 🌹 #BabyCompItalia #Donne #Sesso,not harmful,"The description discusses contraception, which is related to sexual health education. It does not fall under any of the harmful content categories listed, and it is important for educational purposes."
7102417496086547718,https://www.tiktok.com/@temp/video/7102417496086547718,"Proteggetevi, sempre. YouTube: Tiger Storie Istagram: tigerufficialee #consigli",not harmful,The description does not indicate any content related to the harmful categories listed. It appears to be a general advice or promotional message without any explicit or harmful implications.
7459650478968802582,https://www.tiktok.com/@temp/video/7459650478968802582,Sesso fetale : lo determina la mamma od il papà 🧑 👩?#sessofetale#mammaopapà #andreabiondoginecologo #falsimiti,not harmful,"The description discusses the determination of fetal sex and does not fall under any of the harmful content categories such as disordered eating, self-harm, dangerous activities, or any other listed harmful content. It appears to be educational or myth-busting in nature."
7450063984855616790,https://www.tiktok.com/@temp/video/7450063984855616790,"VIAGRA NATURALE: MACA! 🌱🎋 Conosciuto anche cone Ginseng Peruviano, è una radice delle Ande. . Nel UOMO: Aumenta la fertilità e il Volume seminale, migliora l’attività spermatica e aumenta la libido. Nella DONNA: allevia i sintomi della menopausa ed un forte energizzante! 💪🏻 Tutti a comprare la maca! 😁 #parafarmaciapierro #lafarmacistaconsiglia #viagranaturale #maca #aumentodellalibido #uomo #donna #benessere",not harmful,"The description promotes a natural supplement, Maca, and its potential health benefits. It does not fall under any of the harmful content categories such as disordered eating, self-harm, or sexually suggestive content. The focus is on wellness and natural remedies, which is not inherently harmful."
7181095553269337350,https://www.tiktok.com/@temp/video/7181095553269337350,Hai mai usato un s3x toy? 💬 #sessuologa #benesseresessuale #imparacontiktok,harmful,"The description contains sexually suggestive content, which can be inappropriate for minors."
7331064903760907552,https://www.tiktok.com/@temp/video/7331064903760907552,Un prodotto contro il calo del desiderio! #calodeldesiderio #integratore #donna #rimedifarmaceutici #farmacisti #ifarmamici #farmacia #problemifemminili #ashwagandha #fertilità #stanchezza #stanchezzamentale #astenia #consiglifarmaceutici,not harmful,"The description promotes a product related to addressing decreased desire and includes hashtags related to pharmaceuticals and health advice. It does not fall under any of the harmful content categories listed, such as disordered eating, self-harm, or sexually suggestive content."
7471361471998463254,https://www.tiktok.com/@temp/video/7471361471998463254,#salutesessuale #follow #saluteintima #instagood #sessualitaconsapevole #boys #piacere #me #piacerefemminile #sessualitàmaschile #prostata #stimolatore #strapon #couple #prostatic #girl #benessereintimo #benefici,harmful,"The description includes sexually suggestive content, which can be inappropriate for minors. The use of terms related to sexual health and pleasure, such as ""prostata,"" ""stimolatore,"" and ""strapon,"" suggests content that may not be suitable for a younger audience."
7475407351315549462,https://www.tiktok.com/@temp/video/7475407351315549462,"🔥 3 MOTIVI per cui dovresti provare TIRAMISÙ! 💪⚡ 1️⃣ Massima performance – Più energia e resistenza! 🚀 2️⃣ Carica duratura – Affronta la giornata al TOP! ⚡ 3️⃣ Boost naturale – Formula avanzata, zero compromessi! 🌿 💥 Clicca il tasto “Acquista ora” e senti la differenza! #TiramisùIntegratore #EnergiaMaschile #VirilitàTop #BoostNaturale #ForzaEPerformance #IntegratoriItalia #VitalitàH24 #Fypシ #TikTokItalia",not harmful,"The description promotes a product that claims to enhance energy and performance, which does not fall under any of the harmful content categories listed. It does not mention or imply any dangerous activities, substances, or behaviors."
6980988946708778245,https://www.tiktok.com/@temp/video/6980988946708778245,#educazionesessuale #oggetto #uomo #sessualità #piacere #sessuologa #fyp #imparacontiktok,not harmful,"The description appears to be related to sexual education, which is informative and not inherently harmful. It does not suggest any of the harmful content categories such as sexually suggestive content or nudity and body exposure."
7064924673380748549,https://www.tiktok.com/@temp/video/7064924673380748549,Tu cosa usi⁉️#educazionesessuale #informazionesessuale #piacere,not harmful,"The description appears to be related to sexual education and information, which is generally educational and not harmful. It does not fall under any of the harmful content categories listed."
7434218291268160791,https://www.tiktok.com/@temp/video/7434218291268160791,"I metodi e i rimedi Dott. Rabitti- Bertolaso ,sono da intendersi quali formulazioni cosmetiche naturali. I contenuti di questo video sono espressione delle attuali conoscenze scientifiche. Nel passare da tali informazioni alla loro applicazione è sempre buona regola rivolgersi al proprio medico per assicurarsi che non vi siano controindicazioni specifiche. Questo video fornisce utili consigli ma gli integratori e cosmetici naturali non vanno intesi quali sostituti di uno stile di vita equilibrato e sano.#virilityperformance #pillolablu💙 #perte #prodottinaturali #perleblu #farmacistadifiducia #notiziadelgiorno #alternativapillolablu #pillolablu💙 #virilityperformance #perte",not harmful,"The video description discusses natural cosmetic formulations and supplements, emphasizing the importance of consulting a doctor and not using these products as substitutes for a healthy lifestyle. It does not fall under any harmful content categories such as disordered eating, dangerous activities, or drug promotion."
7483486303099653398,https://www.tiktok.com/@temp/video/7483486303099653398,Risposta a @nunzio1607 Pensavi fosse una mascherina? 😏 Nope! Questo è un metodo di protezione che in pochi conoscono! 🔥 Sai di cosa si tratta? Scoprilo nel video! 👇,not harmful,"The description does not indicate any content related to the harmful categories listed, such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It seems to be a teaser for a video about a protective method, which does not inherently suggest harm."
